title,summary,text,language,link,ilr_quantized,ilr_range,ilr_regressed
موعد مباراة هولندا ضد رومانيا في ثمن نهائي يورو 2024 والقنوات الناقلة,يخوض منتخب هولندا مواجهة حذرة أمام رومانيا على الملعب الأولمبي في برلين غدا الثلاثاء ضمن منافسات دور الـ16 لبطولة أمم أوروبا 2024 لكرة القدم بألمانيا.,"() ()
16 2024 .
 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 2-1 2-3 .
 .
 .
 2024 1-1 .
 2000 .
.
 2008 .
 / 2007 2008.
 .
/ .
 .
 "" "" 2024 :
<ul><li>beIN Sports HD 1 Max… ",Arabic,https://www.aljazeera.net/sport/2024/7/2/%d9%85%d9%88%d8%b9%d8%af-%d9%85%d8%a8%d8%a7%d8%b1%d8%a7%d8%a9-%d9%87%d9%88%d9%84%d9%86%d8%af%d8%a7-%d8%b6%d8%af-%d8%b1%d9%88%d9%85%d8%a7%d9%86%d9%8a%d8%a7-%d9%81%d9%8a-%d8%ab%d9%85%d9%86,1.0,"[0.7883735745135623, 1.3527107091440629]",1.0705421418288126
موعد مباراة ألمانيا والمجر في يورو 2024 والقنوات الناقلة,تقام مباراة منتخب ألمانيا ضد نظيره المجري، في الجولة الثانية للمجموعة الأولى بالدور الأول ببطولة يورو 2024 لكرة القدم، غدا الأربعاء على ملعب شتوتغارت أرينا.,"2024 .
 ( ) 5-1 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 1-3 .
19 / 2024 19:00 .
 "" "" - 2024 - : beIN Sports HD 2 Max beIN Sports HD 3 Max beIN Sports HD 4 Max.",Arabic,https://www.aljazeera.net/sport/2024/6/18/euro-2024-germany-4,1.0,"[0.9167121857772058, 1.138813023704657]",1.0277626047409314
موعد مباراة فرنسا ضد بلجيكا في ثمن نهائي يورو 2024 والقنوات الناقلة,نهائي مبكر يجمع -اليوم الاثنين- في دوسلدورف بين منتخب فرنسا ونظيره البلجيكي في ثمن نهائي كأس أمم أوروبا لكرة القدم (يورو 2024) بألمانيا.,"- - ( 2024) .
 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
   .
 .
Le match de demain en tête 
#FiersdetreBleuspic.twitter.com/H29ighf7fm
 Equipe de France (@equipedefrance) June 30… ",Arabic,https://www.aljazeera.net/sport/2024/7/1/%d9%85%d9%88%d8%b9%d8%af-%d9%85%d8%a8%d8%a7%d8%b1%d8%a7%d8%a9-%d9%81%d8%b1%d9%86%d8%b3%d8%a7-%d8%b6%d8%af-%d8%a8%d9%84%d8%ac%d9%8a%d9%83%d8%a7-%d9%81%d9%8a-%d8%ab%d9%85%d9%86,1.0,"[0.9133160905439495, 1.144473182426751]",1.0288946364853502
موعد مباراة هولندا ضد إنجلترا في نصف نهائي يورو 2024 والقنوات الناقلة,نسلط الضوء على موعد مباراة هولندا ضد إنجلترا في نصف نهائي بطولة أوروبا لكرة القدم (يورو 2024) المقامة حاليا في ألمانيا والقنوات الناقلة.,"() ()
7/7/2024-| : 7/7/202409:32 ( )
( 2024) .
 10 / 2024 22:00 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
"" "" 4 :
<ul><li>beIN Sports HD 1 Max</li><li>beIN Sports HD 2 Max</li><li>… ",Arabic,https://www.aljazeera.net/sport/2024/7/7/england-vs-netherlands,1.0,"[0.9109962205184188, 1.148339632469302]",1.0296679264938604
موعد مباراة فرنسا ضد هولندا في يورو 2024 والقنوات الناقلة,يواجه المنتخب الفرنسي نظيره الهولندي -غدا الجمعة- في لايبزيغ في الجولة الثانية للمجموعة الرابعة لكأس أمم أوروبا (يورو 2024)، المقامة في ألمانيا، في ظل شكوك حول مشاركة هدافه كيليان مبابي بسبب الإصابة.,"- - ( 2024) .
 86 """" 1-0 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 .
 2-1 4 .
 .
21 / 22:00 .
 "" "" 2024 :
<ul><li>beIN Sports HD 1 Max</li><li>beIN Sports HD 3 Max</li><li>beIN … ",Arabic,https://www.aljazeera.net/sport/2024/6/20/france-netherlands-euro-2024,1.0,"[0.7101713657138957, 1.4830477238101738]",1.0966095447620348
موعد مباراة هولندا وتركيا في ربع نهائي يورو 2024 والقنوات الناقلة,"تبحث هولندا عن تفادي مفاجأة تركية عندما يتواجه المنتخبان السبت السادس من يوليو/تموز في ربع نهائي بطولة أمم أوروبا لكرة القدم ""يورو 2024"" المقامة في ألمانيا.","() ()
/ "" 2024 .
 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 1988 1988 .
 2-3 """".
 2002 2000 2008.
 .
/ """" 22:00 .
 "" "" :
<ul><li>beIN Sports HD 1 Max</li><li>beIN Sports HD 2 … ",Arabic,https://www.aljazeera.net/sport/2024/7/6/%d9%85%d9%88%d8%b9%d8%af-%d9%85%d8%a8%d8%a7%d8%b1%d8%a7%d8%a9-%d9%87%d9%88%d9%84%d9%86%d8%af%d8%a7-%d9%88%d8%aa%d8%b1%d9%83%d9%8a%d8%a7-%d9%81%d9%8a-%d8%b1%d8%a8%d8%b9-%d9%86%d9%87%d8%a7%d8%a6%d9%8a,1.0,"[0.5634664352564782, 1.727555941239203]",1.1455111882478406
موعد مباراة البرتغال وفرنسا في ربع نهائي يورو 2024 والقنوات الناقلة,نسلط الضوء على موعد مباراة البرتغال ضد فرنسا في الدور ربع النهائي لبطولة كأس أمم أوروبا لكرة القدم (يورو 2024) والقنوات الناقلة.,"() ()
4/7/2024-| : 4/7/202408:33 ( )
( 2024) .
 / 22:00 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 .
 20 13 4 3 .
"" "" 4 :
<ul><li>beIN Sports HD 1 Max</li><li>beIN Sports HD 2 Ma… ",Arabic,https://www.aljazeera.net/sport/2024/7/4/euro-2024-portugal-vs-france,1.0,"[0.8261361104960232, 1.104318333702386]",0.9652272220992046
موعد مباراة فرنسا ضد إسبانيا في نصف نهائي يورو 2024 والقنوات الناقلة,نسلط الضوء على موعد مباراة فرنسا ضد إسبانيا في نصف نهائي بطولة أوروبا لكرة القدم (يورو 2024) المقامة حاليا في ألمانيا، والقنوات الناقلة.,"( 2024) .
 9 / 2024 22:00 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
"" "" 4 :
<ul><li>beIN Sports HD 1 Max</li><li>beIN Sports HD 2 Max</li><li>beIN Sports HD 3 Max</li><li> beIN Sport… ",Arabic,https://www.aljazeera.net/sport/2024/7/7/france-vs-spain,1.0,"[0.8704361820564286, 1.215939696572619]",1.0431879393145238
موعد مباراة إسبانيا ضد إنجلترا في نهائي يورو 2024 والقنوات الناقلة,نسلط الضوء على موعد مباراة منتخب إسبانيا ضد إنجلترا في المباراة النهائية لكأس أمم أوروبا لكرة القدم (يورو 2024) المقامة حاليا في ألمانيا، والقنوات الناقلة.,"()
11/7/2024-| : 11/7/202403:59 ( )
( 2024) .
 14 / 2024 22:00 .
 (35 ) .
 2022 .
"" "" 4 :
<ul><li>beIN Sports HD 1 Max</li><li>beIN Sports HD 2 Max</li><li>beIN Sports HD 3 Max</li><li> beIN S… ",Arabic,https://www.aljazeera.net/sport/2024/7/11/spain-vs-england,1.0,"[0.7385960226911179, 1.4356732955148035]",1.0871346591029607
موعد مباراة ألمانيا وإسبانيا في ربع نهائي يورو 2024 والقنوات الناقلة,تصطدم ألمانيا بنظيرتها إسبانيا المنافسة على اللقب في مباراة مرتقبة بدور الثمانية لبطولة أوروبا لكرة القدم 2024 يوم الجمعة على أمل إنهاء سلسلة خالية من الفوز ضدها تعود لعام 1988.,"2024 ()
2024 1988.
.
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 16 .
 .
 4-1 4 .
 2- .
 36 1988.
 2010  2008 6- 4 .
5 / "" "" 19:00 .
 "" "" :
<ul><li>beIN Sports HD 1 Max</li><li>… ",Arabic,https://www.aljazeera.net/sport/2024/7/4/euro2024-spain-germany,1.0,"[0.42697265963487596, 1.9550455672752067]",1.1910091134550413
موعد مباراة إنجلترا وسويسرا في ربع نهائي يورو 2024 والقنوات الناقلة,يتسلح منتخب إنجلترا بتفوق تاريخي كاسح عندما يلاقي سويسرا، السبت 6 يوليو/تموز، في دوسلدورف في ربع نهائي بطولة أمم أوروبا لكرة القدم التي تقام في ألمانيا.,"() ()
6 / .
 2024 3-1 1-1 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 .
 .
 . .
1-1 1996 2004.
 19 5 3 1981 1982.
 .
 .
 1988 .
6 / "" "" 19:00 .
 "" "" :
<ul><li>beIN Sports HD… ",Arabic,https://www.aljazeera.net/sport/2024/7/6/%d9%85%d9%88%d8%b9%d8%af-%d9%85%d8%a8%d8%a7%d8%b1%d8%a7%d8%a9-%d8%a5%d9%86%d8%ac%d9%84%d8%aa%d8%b1%d8%a7-%d9%88%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d8%a7-%d9%81%d9%8a-%d8%b1%d8%a8%d8%b9,1.0,"[0.9165868105192116, 1.1390219824679806]",1.0278043964935961
شاهد.. فوز صعب للبرتغال وغولر يقود تركيا للصدارة ويحطم الرقم القياسي لرونالدو,في ختام مثير للجولة الأولى بدور المجموعات في بطولة يورو 2024، سجلت البرتغال هدفا قاتلا فازت به 2-1 على التشيك، فيما تصدرت تركيا المجموعة السادسة -بفارق الأهداف عن البرتغال- بفوزها 3-1 على جورجيا.,"2024 2-1 - - 3-1 .
 3 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 2-1 .
 21 .
 62.
https://t.co/rqgQjLVzKFhttps://t.co/alkogGtHdW#2024 | #_#Euro2024 | #beINEURO | #HomeofEuropic.twi… ",Arabic,https://www.aljazeera.net/sport/2024/6/19/euro-2024-arda-guler-ronaldo,1.0,"[0.25328562533194643, 2.244523957780089]",1.2489047915560179
موعد مباراة البرتغال وجورجيا في يورو 2024 والقنوات الناقلة,نستعرض في السطور التالية موعد مباراة البرتغال ضد جورجيا في بطولة يورو 2024 لكرة القدم، والقنوات الناقلة، إضافة إلى أهم المعلومات عن المباراة.,"2024 .
 6 (1-0) (3-0).
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 4 (1-3) (1-1).
26 / 2024 22:00 .
 ( ) 2024 beIN Sports HD 1 Max.
.",Arabic,https://www.aljazeera.net/sport/2024/6/25/ronaldo-euro-2024-2,1.5,"[0.3953416817412434, 2.1627949909552537]",1.2790683363482487
بعد محاولة اغتياله.. هل حسم ترامب فوزه حقًا؟,تتوقع أقلية أن تكون عملية الاغتيال ضارة لترامب؛ لأن الكثيرين يعتقدون أن ترامب أجج نيران العنف السياسي والانقسام من أجل مكاسب سياسية، ما أدّى إلى تفاقم الاستقطاب في أميركا بخطابه الحارق.,"2024.
 """" .
"""" .
 .
"""" """" .
 "" "" """" : "" ""! """": 68 %.
 Barstool Sports: "" . . . "".
. : "" "".
 : .
 29 / 2018 55% 1964 1985.
"""" 30 / 1981.. .
 "" telegraph"" : "" "" :"" .. "".
 .
 .
 . 
 .",Arabic,https://www.aljazeera.net/opinions/2024/7/14/%d8%a8%d8%b9%d8%af-%d9%85%d8%ad%d8%a7%d9%88%d9%84%d8%a9-%d8%a7%d8%ba%d8%aa%d9%8a%d8%a7%d9%84%d9%87-%d9%87%d9%84-%d8%ad%d8%b3%d9%85-%d8%aa%d8%b1%d8%a7%d9%85%d8%a8-%d9%81%d9%88%d8%b2%d9%87,1.5,"[0.9413226144879359, 2.43112897585344]",1.686225795170688
موعد مباراة تركيا ضد التشيك في يورو 2024 والقنوات الناقلة,نستعرض في السطور التالية موعد مباراة تركيا ضد التشيك في بطولة يورو 2024 لكرة القدم، والقنوات الناقلة، إضافة إلى أهم المعلومات عن المباراة الثالثة والأخيرة بالمجموعة السادسة في دور المجموعات للبطولة.,"2024 .
 - - 6 (1-0) (3-0).
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 - - 3 3-1 0-3 .
 3 .
 .
 0-0 .
26 / 2024 22:00 .
 "" "" 2024 beIN Sports HD 2 Max.
.",Arabic,https://www.aljazeera.net/sport/2024/6/26/turkey-euro-2024,1.5,"[0.5863029729007538, 2.0482182162595475]",1.3172605945801508
موعد مباراة البرازيل ضد كوستاريكا في كوبا أميركا والقنوات الناقلة,يفتتح منتخب البرازيل مشواره في بطولة كأس أميركا الجنوبية لكرة القدم (كوبا أميركا 2024)، المقامة حاليا في الولايات المتحدة، بمواجهة منتخب كوستاريكا.,"2024 .
 25 / ( ) .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 .
 2026 .
 ()
2016.
 ( ).
 15 16 .
 2001 2004 1997 2011 2016.
3 .
 11 10 1960 ( ).
25 / ( ).
 :
<ul><li>TV3 Spor… ",Arabic,https://www.aljazeera.net/sport/2024/6/24/%d9%85%d9%88%d8%b9%d8%af-%d9%85%d8%a8%d8%a7%d8%b1%d8%a7%d8%a9-%d8%a7%d9%84%d8%a8%d8%b1%d8%a7%d8%b2%d9%8a%d9%84-%d8%b6%d8%af-%d9%83%d9%88%d8%b3%d8%aa%d8%a7%d8%b1%d9%8a%d9%83%d8%a7-%d9%81%d9%8a,1.0,"[0.45486513609922974, 1.3270809183404622]",0.890973027219846
شاهد.. تصد أسطوري للحارس جونوك ضمن تأهل تركيا إلى ربع نهائي يورو 2024,ربما يكون ميريح ديميرال لعب دورا مهما في تأهل منتخب تركيا لربع نهائي يورو 2024، بتسجيله ثنائية بشباك النمسا، لكن التصدي الاستثنائي للحارس ميرت جونوك في اللحظات الأخيرة هو الذي ضمن العبور لربع النهائي.,"( 2024) .
 2-1 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 .
 1970 .
https://t.co/rqgQjLW7Adhttps://t.co/alkogGuf3u#2024 | #_ | #_#Euro2024 | #beINEURO | #HomeofEuropic.twitter.com/c… ",Arabic,https://www.aljazeera.net/sport/2024/7/3/%d8%b4%d8%a7%d9%87%d8%af-%d8%aa%d8%b5%d8%af-%d8%a3%d8%b3%d8%b7%d9%88%d8%b1%d9%8a-%d9%84%d9%84%d8%ad%d8%a7%d8%b1%d8%b3-%d8%ac%d9%88%d9%86%d9%88%d9%83-%d8%b6%d9%85%d9%86-%d8%aa%d8%a3%d9%87%d9%84,1.5,"[1.495244049691806, 1.5028535701849164]",1.4990488099383612
موعد مباراة الأرجنتين وتشيلي في كوبا أميركا والقنوات الناقلة,"مواجهة الأرجنتين وتشيلي في كوبا أميركا في الجولة الثانية من المجموعة الأولى لبطولة كوبا أميركا، تقام -فجر الأربعاء- على ملعب ""ميتلايف في إيست روثرفورد"" بولاية ""نيوجيرسي"".","()
- - "" "" """".
 2015 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 .
 "" 2016. "".
  2021 .
 (66 ) 2015 2022.
 . .
                            ()
- - 4:00 "" "" """".
 :
<ul><li>TV3 S… ",Arabic,https://www.aljazeera.net/sport/2024/6/25/%d9%85%d9%88%d8%b9%d8%af-%d9%85%d8%a8%d8%a7%d8%b1%d8%a7%d8%a9-%d8%a7%d9%84%d8%a3%d8%b1%d8%ac%d9%86%d8%aa%d9%8a%d9%86-%d9%88%d8%aa%d8%b4%d9%8a%d9%84%d9%8a-%d9%81%d9%8a-%d9%83%d9%88%d8%a8%d8%a7,1.0,"[0.34700873994369474, 2.0883187667605085]",1.2176637533521018
موعد مباراة البرازيل ضد باراغواي في كوبا أميركا 2024 والقنوات الناقلة,بعد ظهوره الأول الباهت في بطولة كأس أميركا الجنوبية لكرة القدم (كوبا أميركا 2024)، يخوض منتخب البرازيل لقاءه الثاني بالمسابقة المقامة حاليا في الولايات المتحدة أمام باراغواي.,"() ()
( 2024) .
 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 9 1- 2 .
 .
 3 .
 90 2016 1-2 0-1 .
 2024 .
29 / - 04:00 .
 :
<ul><li>Sport TV2 Portugal</li><li>Premier Sports 1 H… ",Arabic,https://www.aljazeera.net/sport/2024/6/28/%d9%85%d9%88%d8%b9%d8%af-%d9%85%d8%a8%d8%a7%d8%b1%d8%a7%d8%a9-%d8%a7%d9%84%d8%a8%d8%b1%d8%a7%d8%b2%d9%8a%d9%84-%d8%b6%d8%af-%d8%a8%d8%a7%d8%b1%d8%a7%d8%ba%d9%88%d8%a7%d9%8a-%d9%81%d9%8a,1.0,"[0.7499753713091108, 1.4167077144848153]",1.083341542896963
الدوري الألماني يعتمد قانون الحكام المطبق في يورو 2024,قرر الاتحاد الألماني لكرة القدم تبنّي اللائحة التي تسمح لقادة الفرق فقط بالتحدث إلى الحكام، على مستوى جميع منافسات اللعبة وبشكل فوري.,". ( 2024) () . - - .A rule that only a team captain can talk to referees, introduced at Euro 2024, will be applied to all levels of German football, the German FA (DFB) has announced.
Details here #… ",Arabic,https://www.aljazeera.net/sport/2024/7/17/german-football-referee-rule,1.5,"[0.346799688526531, 2.191920186884081]",1.2693599377053062
"لامين جمال ""عبقري"" يشق مسارا مجيدا اقترب ميسي من نهايته",بعمر 16، بدأ لامين جمال بشقّ مسار مجيد وأصبح أصغر مسجل في تاريخ كأس أوروبا وقاد إسبانيا للفوز على فرنسا في نصف النهائي، وبعد ذلك بساعات سجل قدوته ليونيل ميسي هدفا أهّل الأرجنتين لنهائي كوبا أميركا.,"16 . "" "" .
 2007 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 "" "". .
 ( )
13 .
 . 16 362 .
 .
 .
https://t.co/rqgQjLVzKFhttps://t.co/alkogGtHdW#2024 | #_ | #_pic.twitter.com/0sWih… ",Arabic,https://www.aljazeera.net/sport/2024/7/10/messi-lamine-yamal,1.5,"[0.49622247029130073, 2.1022665178252193]",1.2992444940582601
