link,title,summary,Date Published,Country Code,Language Code,Authors,Keywords,Domain Rank,Sources,Publication Url,summary,ilr_quantized,ilr_range,ilr_regressed,translated_summary,
https://www.msn.com/de-at/nachrichten/chronik/weg-frei-f%c3%bcr-epinephrin-nasenspray-gegen-allergischen-schock/ar-aa1ob0ia,Weg frei für Epinephrin-Nasenspray gegen allergischen Schock,,2024-08-11T08:21:21Z,us,german,[],[],110,['newscatcher'],www.msn.com,"Für Allergiker, die – beispielsweise bei einem Insektenstich – durch einen anaphylaktischen Schock gefährdet sind, wird es jetzt bald eine bessere Notfalltherapie geben: Sowohl die Europäische Arzneim...",2,"[1.189044099977386, 2.4865735400135685]",1.83780881999548,"For allergy sufferers who are at risk of anaphylactic shock – for example, from an insect bite – there will soon be a better situation",
https://www.msn.com/de-de/finanzen/top-stories/expertin-zu-trade-republic-kann-schnell-nach-hinten-losgehen/ar-aa1ozprj,Expertin zu Trade Republic: 'Kann schnell nach hinten losgehen',,2024-08-10T13:22:19Z,us,german,['Dominik Bath'],[],110,['newscatcher'],www.msn.com,"Ist die Rente noch sicher? Was können Versicherte privat tun, um im Alter auch finanziell sorgenfrei leben zu können? Sandra Klug ist Altersvorsorge- und Rentenexpertin bei der Verbraucherzentrale Ham...",1.5,"[1.108639992833956, 1.7348160042996263]",1.42172799856679,Is the pension still secure? What can insured people do privately to be able to live without financial worries in old age? Sandra Klug is a pension provider,
https://www.msn.com/de-at/nachrichten/other/mit-181-km-h-auf-der-b-70-motorradfahrer-wurde-f%c3%bchrerschein-abgenommen/ar-aa1oc1id,Mit 181 km/h auf der B 70: Motorradfahrer wurde Führerschein abgenommen,,2024-08-11T16:38:25Z,us,german,['Julia Mannsfeld'],[],110,['newscatcher'],www.msn.com,Heute Vormittag überschritt ein Motorradfahrer gleich zweimal die zulässige Höchstgeschwindigkeit. Der Führerschein wurde ihm abgenommen. Ein 36-jähriger Mann aus dem Bezirk St. Veit an der Glan übers...,1,"[0.35934087683024396, 2.0677652052829267]",1.21355304105659,"This morning, a motorcyclist exceeded the speed limit twice. His driving license was taken away from him. A 36-year-old",
https://www.msn.com/de-at/nachrichten/other/92-km-h-zu-schnell-probef%c3%bchrerschein-und-auto-weg/ar-aa1obr8k,92 km/h zu schnell: Probeführerschein und Auto weg,,2024-08-11T15:21:34Z,us,german,['Stella Sabitzer'],[],110,['newscatcher'],www.msn.com,"Heute wurde ein 17-Jähriger bei einer Lasermessung auf der A1 auffällig. Der Junge war viel zu schnell unterwegs. Ihm wurde der Probeführerschein abgenommen. Am Sonntag, dem 11. August kurz vor 11 Uhr...",1,"[0.3678770353388523, 2.053538274435246]",1.21070765488705,"Today, a 17-year-old was caught during a laser measurement on the A1. The boy was driving much too fast. His provisional driving license was revoked",
https://www.msn.com/de-at/nachrichten/other/bursche-fl%c3%bcchtete-mit-frisiertem-moped-vor-polizei/ar-aa1obc9a,Bursche flüchtete mit frisiertem Moped vor Polizei,,2024-08-11T10:30:36Z,us,german,['Vorarlberg-Krone'],[],110,['newscatcher'],www.msn.com,"Wilden Szenen haben sich am Samstagabend in Lauterach abgespielt. Eine Polizeistreife wollte gegen 22 Uhr einen Mopedfahrer anhalten, der offensichtlich mit zu hoher Geschwindigkeit unterwegs war. Die...",1,"[0.3160168114106363, 2.139971980982273]",1.22799439619645,Wild scenes took place in Lauterach on Saturday evening. A police patrol wanted to stop a moped driver at around 10 p.m. who was obviously,
https://www.msn.com/de-de/unterhaltung/tv/folge-vom-11-august-weichei-immer-wieder-sonntags-gast-schie%c3%9ft-live-im-tv-gegen-stefan-mross/ar-aa1obvvx,Folge vom 11. August - 'Weichei!': 'Immer wieder sonntags'-Gast schießt live im TV gegen Stefan Mross,,2024-08-11T17:24:59Z,us,german,[],[],110,['newscatcher'],www.msn.com,Stefan Mross wird an einen seiner dunkelsten 'Immer wieder sonntags'-Momente erinnert. Denn vor zehn Jahren erlitt er während der Sendung einen Schwächeanfall. Ein Gast spricht mit Mross über die Szen...,1.5,"[0.9759014268477704, 2.3734976219203827]",1.67469952438408,"Stefan Mross is reminded of one of his darkest 'Immer wieder sonntags' moments. Ten years ago, he suffered a weakness during the show.",
https://www.msn.com/de-at/nachrichten/other/irre-urlauberin-ging-mit-kleinen-buben-klettern/ar-aa1obnco,Irre: Urlauberin ging mit kleinen Buben klettern!,,2024-08-11T14:21:41Z,us,german,['Vorarlberg-Krone'],[],110,['newscatcher'],www.msn.com,Ein unfassbarer Fall von Verantwortungslosigkeit hat sich am Sonntag in Warth (Vorarlberg) zugetragen. Eine 40-jährige Deutsche hatte mit ihren beiden kleinen Kindern (7 und 10 Jahre) in einen anspruc...,1,"[0.5518792401247858, 1.746867933125357]",1.14937358662507,An unbelievable case of irresponsibility occurred on Sunday in Warth (Vorarlberg). A 40-year-old German woman and her two,
https://www.msn.com/de-at/nachrichten/other/173-km-h-zu-schnell-gleich-zwei-motorradfahrer-erwischt/ar-aa1ozlww,173 km/h (!) zu schnell: Gleich zwei Motorradfahrer erwischt,,2024-08-10T17:49:58Z,us,german,['Amélie Meier'],[],110,['newscatcher'],www.msn.com,Unglaublich: Gleich zwei Motorradfahrer wurden heute mit einer Geschwindigkeitsübertretung von 173 km/h von der Polizei aufgehalten. Der Führerschein ist weg. Gleich zwei Motorradlenker (beide 21 Jahr...,1.5,"[1.2147568361560688, 1.6711458983063587]",1.44295136723121,Unbelievable: Two motorcyclists were stopped by the police today for speeding by 173 km/h. The driver's license,
https://www.msn.com/de-de/finanzen/top-stories/dhl-spendiert-oberhausen-packstationen-aber-ohne-bildschirm/ar-aa1ob0kv,"DHL spendiert Oberhausen Packstationen, aber ohne Bildschirm",,2024-08-11T08:10:09Z,us,german,[],[],110,['newscatcher'],www.msn.com,In zwei Oberhausener Stadtteilen hat die DHL neue Packstationen aufgestellt: Im Oberhausener Stadtteil Osterfeld und in Bermensfeld eröffnete das Unternehmen die Stationen eröffnet. In Osterfeld befin...,1,"[0.8055347601447562, 1.1166791439131463]",0.961106952028951,"DHL has set up new packing stations in two districts of Oberhausen: In the Oberhausen district of Osterfeld and in Bermensfeld, the company opened",
https://www.msn.com/de-de/auto/nachrichten/blitzer-in-steinbach-aktuell-am-sonntag-wo-sie-am-11-08-2024-in-eine-radarfalle-geraten-k%c3%b6nnen/ar-aa1obs2s,Blitzer in Steinbach aktuell am Sonntag: Wo Sie am 11.08.2024 in eine Radarfalle geraten können,,2024-08-11T10:25:08Z,us,german,['bud/roj/news.de'],[],110,['newscatcher'],www.msn.com,"Geblitzt wird in Steinbach nach aktuellen Informationen im Augenblick an nur einem Standort. Die unten aufgeführten Blitzerstandorte basieren auf dem aktuellen Kenntnisstand vom 11.08.2024, 12:25 Uhr....",1,"[0.5447685034849514, 1.7587191608584143]",1.15174383217168,"According to current information, speed cameras are currently in operation at only one location in Steinbach. The speed camera locations listed below are based on the",
https://www.msn.com/de-at/nachrichten/other/nationales-erbe-schadstoffwerte-von-vespas-sollen-egal-sein/ar-aa1obj47,"""Nationales Erbe"": Schadstoffwerte von Vespas sollen egal sein",,2024-08-11T10:12:32Z,us,german,['Redaktionfuturezone.at'],[],110,['newscatcher'],www.msn.com,Italien will den Kultroller Vespa als nationales Kulturerbe anerkennen lassen und damit Einschränkungen bei der Zulassung auf Grund von Schadstoffgrenzwerten zuvor kommen. Ein dementsprechender Gesetz...,1.5,"[1.096614557267657, 2.1723090712205715]",1.63446181424411,Italy wants to have the cult scooter Vespa recognized as a national cultural heritage and thus avoid restrictions on registration due to pollutant limits,
https://www.msn.com/de-at/nachrichten/other/romagruppe-blockierte-parkplatz-vor-trabrennbahn/ar-aa1oaheh,Romagruppe blockierte Parkplatz vor Trabrennbahn,,2024-08-11T07:36:36Z,us,german,['Andreas Leisser'],[],110,['newscatcher'],www.msn.com,"Im letzten Moment konnte eine Roma-Karawane auf dem Parkplatz der Trabrennbahn Baden zur Weiterfahrt überzeugt werden. 'Für den Tag darauf war ein großes Event angesagt', so Rennbahn-Chef Horst Neuman...",1.5,"[1.476712254577047, 1.5139726472537718]",1.49534245091541,"At the last moment, a Roma caravan was persuaded to continue on its way in the parking lot of the Baden race track. 'A large",
https://www.msn.com/de-de/finanzen/top-stories/hindenburg-chefin-der-indischen-b%c3%b6rsenaufsicht-unter-druck/ar-aa1occhw,Hindenburg: Chefin der indischen Börsenaufsicht unter Druck,,2024-08-11T19:37:01Z,us,german,['Reuters'],[],110,['newscatcher'],www.msn.com,"Der Leerverkäufer Hindenburg erklärt, dass Buch früher in Offshore-Fonds investiert hatte, die auch von Adani genutzt wurden. Sie selbst will alle Offenlegungs-Vorschriften befolgt haben. Der US-Inves...",1.5,"[0.7980389866030966, 2.6699350223281724]",1.73398700446563,The short seller Hindenburg explains that Buch had previously invested in offshore funds that were also used by Adani. She herself wants to,
https://www.msn.com/de-at/nachrichten/other/tenor-gesteht-ich-habe-das-werk-gehasst/ar-aa1oaqdh,Tenor gesteht: 'Ich habe das Werk gehasst',,2024-08-11T06:00:56Z,us,german,['Salzburg-Krone'],[],110,['newscatcher'],www.msn.com,Sergei Sergejewitsch Prokofjews 'Der Spieler' feiert am12. August bei den Salzburger Festspielen Premiere. Regisseur Peter Sellars will aus dem schweren Opern-Brocken leichte Kost zaubern. Prokofjews ...,1,"[0.24772009913571447, 1.4513679405185713]",0.849544019827143,Sergei Sergeyevich Prokofiev's 'The Gambler' will premiere on 12 August at the Salzburg Festival. Director Peter Sellars wants to make the difficult,
https://www.businessinsider.de/politik/international-politics/wurde-die-trump-kampagne-opfer-eines-hackerangriffs,Wurde die Trump Kampagne Opfer eines Hackerangriffs?,,2024-08-11T09:31:59Z,us,german,"['John L. Dorman 11:31','John L. Dorman']",[],114,['newscatcher'],www.businessinsider.de,"Der ehemalige Präsident Donald Trump bei einer Wahlkampfveranstaltung in Philadelphia.Die Trump-Kampagne erklärte, sie sei gehackt worden und vermutete, dass der Iran hinter dem Einbruch steckte. Die ...",1.5,"[0.996337501054454, 2.3394374982425767]",1.66788749964852,Former President Donald Trump at a campaign rally in Philadelphia.The Trump campaign said it had been hacked and suspected,
https://www.businessinsider.de/politik/international-politics/warum-die-ukraine-tief-ins-russiche-land-schiesst,Warum die Ukraine tief ins russische Land schießt,,2024-08-11T08:41:54Z,us,german,"['Cameron Manley','Cameron Manley 10:41']",[],114,['newscatcher'],www.businessinsider.de,"Wolodymyr Selenskyj, Präsident der Ukraine, ruft seine Landsleute immer wieder zum Durchhalten auf. Insbesondere in Bachmut hat seine Armee schwere Verluste in Kauf nehmen müssen. picture alliance/dpa...",1.5,"[1.2336751166130377, 1.943874805644937]",1.58877496112899,"Volodymyr Selensky, President of Ukraine, keeps calling on his countrymen to hold out. In Bakhmut in particular, his army has suffered heavy casualties.",
https://www.businessinsider.de/karriere/international-career/ich-habe-bei-amazon-gekuendtigt-weil-ich-ins-buero-kommen-musste,Ich habe bei Amazon gekündigt weil ich ins Büro kommen musste,,2024-08-11T12:15:59Z,us,german,"['Charissa Cheong','Charissa Cheong 14:15']",[],114,['newscatcher'],www.businessinsider.de,"Gazi Jarin erwog, für ihren Amazon-Job von Toronto nach Seattle umzuziehen. Ki-Seok Hong Gazi Jarin kam im Juli 2022 als Software-Ingenieurin zu Amazon und arbeitete per Fernzugriff. Im August 2023 wu...",1,"[0.6394967669303555, 1.2163019398417867]",0.927899353386071,Gazi Jarin considered moving from Toronto to Seattle for her Amazon job. Ki-Seok Hong Gazi Jarin joined Amazon as a software engineer in July 2022,
https://www.businessinsider.de/wirtschaft/international-business/vermoegensfonds-im-nahen-oster-versuchen-sich-zu-retten,Vermögensfonds im Nahen Osten versuchen sich zu retten,,2024-08-10T13:42:24Z,us,german,['Hasan Chowdhury'],[],114,['newscatcher'],www.businessinsider.de,Der Staatsfonds von Saudi-Arabien hat mehr Geld in den EV-Hersteller Lucid gesteckt. Fabrice Coffrini/AFP via Getty Images Die Staatsfonds von Saudi-Arabien und Abu Dhabi hatten in den letzten Jahren ...,1,"[0.9554742532673157, 1.0742095778878071]",1.01484191557756,Saudi Arabia's sovereign wealth fund has put more money into EV maker Lucid. Fabrice Coffrini/AFP via Getty Images Saudi Arabia's sovereign wealth fund,
https://www.businessinsider.de/karriere/international-career/nvidia-recruiterin-verraet-3-tipps-wie-ihr-ein-praktikum-bekommt,Nvidia Recruiterin verrät 3 Tipps wie ihr ein Praktikum bekommt,,2024-08-11T07:59:32Z,us,german,"['Jyoti Mann 09:59','Jyoti Mann']",[],114,['newscatcher'],www.businessinsider.de,"Eine illustrative Aktiengrafik auf dem Bildschirm eines Laptops und ein Nvidia-Logo auf dem Bildschirm eines Telefons sind auf diesem mehrfach belichteten Foto zu sehen, das am 1. Juni 2023 in Krakau,...",1.5,"[1.3022437525299577, 1.6186537484820254]",1.46044875050599,An illustrative stock graphic on the screen of a laptop and an Nvidia logo on the screen of a phone are exposed multiple times on this,
https://www.businessinsider.de/insider-picks/gesundheit-fitness/aldi-fischer-e-bikes-angebot-mitte-august-2024-kaufen,E-Bikes im Aldi-Angebot: Modelle mit bis zu 42 % Rabatt sichern,,2024-08-11T08:18:00Z,us,german,"['Markus Kastenhuber','Annalena Griem','Insider Picks']",[],114,['newscatcher'],www.businessinsider.de,Bei Aldi gibt es zahlreiche E-Bikes von Fischer im Angebot. PR / Business Insider Bei Aldi sind derzeit verschiedene E-Bikes von Fischer im Angebot erhältlich. Zu den Deals gehören elektrische All Ter...,1,"[0.5168149350444531, 1.2899110389733282]",0.903362987008891,Aldi has a number of e-bikes from Fischer on offer. PR / Business Insider Aldi currently has a range of e-bikes from Fischer on offer.,
https://www.businessinsider.de/politik/international-politics/kamala-harris-gewinnt-die-mehrheit-in-entscheidenden-staaten,Kamala Harris gewinnt die Mehrheit in entscheidenden Staaten,,2024-08-11T10:07:56Z,us,german,"['John L. Dorman','John L. Dorman 12:07']",[],114,['newscatcher'],www.businessinsider.de,"Vizepräsidentin Kamala Harris baut ihren Vorsprung vor Präsident Donald Trump in drei Bundesstaaten aus, die sie unbedingt gewinnen muss.;Die Harris-Kampagne zeigt neue Stärke in den Bundesstaaten, di...",1.5,"[1.4232810224062953, 1.6278649626561745]",1.52557299253124,Vice President Kamala Harris is extending her lead over President Donald Trump in three must-win states.,The Harris-K
https://www.businessinsider.de/insider-picks/finanztipps/comdirect-neukundenaktion-depoteroeffnung-praemie-mitte-august-2024,Neukundenaktion bei Comdirect: 75 Euro für eure Depoteröffnung!,,2024-08-11T08:17:00Z,us,german,"['Markus Kastenhuber','Markus Kastenhuber 10:17']",[],114,['newscatcher'],www.businessinsider.de,"Bei Comdirect gibt es gerade eine Neukundenaktion – ihr erhaltet 75,00 Euro für die Depoteröffnung. PR/Business Insider Bei Comdirect gibt es gerade eine spannende Neukundenaktion: So erhaltet ihr 75,...",1,"[0.2555132414753136, 2.2408112642078106]",1.24816225284156,Comdirect is currently running a new customer promotion – you will receive 75.00 euros for opening a securities account. PR/Business Insider Comdirect is currently running a,
https://www.businessinsider.de/leben/international-panorama/was-es-braucht-um-einen-olympischen-athleten-aufzubauen,"Was es braucht, um einen olympischen Athleten aufzubauen",,2024-08-11T13:54:52Z,us,german,"['Jenny Mcgrath','Morgan McFall-Johnsen']",[],114,['newscatcher'],www.businessinsider.de,"FRA, Paris, Olympischen Spiele Paris 2024, (09.08.2024, Rhythmische Sportgymnastik Einzel Mehrkampf Finale, La Chapelle Arena) Darja Varfolomeev (Deutschland) während ihrer Routine mit dem Band pictur...",1,"[0.6693442265667806, 1.1983934640599316]",0.933868845313356,"FRA, Paris, Olympic Games Paris 2024, (09.08.2024, Rhythmic Gymnastics Individual All-Around Final, La Chapelle Arena) Darja Varfolomeev (Deut",
https://www.businessinsider.de/wirtschaft/international-business/hat-elon-musk-die-tesla-investoren-verraten,Hat Elon Musk die Tesla Investoren verraten?,,2024-08-11T07:23:08Z,us,german,"['Jennifer Sor 09:23','Jennifer Sor']",[],114,['newscatcher'],www.businessinsider.de,"; Jenny Chang-Rodriguez/BI Elon Musk drückt sich vor seinen Pflichten gegenüber den Tesla-Investoren, sagte Senatorin Elizabeth Warren. Warren forderte den Tesla-Vorstand auf, dafür zu sorgen, dass Mu...",1.5,"[0.4087884606336254, 2.1547269236198248]",1.28175769212673,"; Jenny Chang-Rodriguez/BI Elon Musk is shirking his responsibilities to Tesla investors, said Senator Elizabeth Warren. Warren calls for",
https://www.businessinsider.de/leben/international-panorama/warum-instagram-derzeit-so-seltsam-ist,Warum Instagram derzeit so seltsam ist,,2024-08-11T13:05:34Z,us,german,"['Katie Notopoulos','Katie Notopoulos 15:05']",[],114,['newscatcher'],www.businessinsider.de,"Getty Images; Chelsea Jia Feng/BI Auf Instagram Reels sind viele wirklich seltsame und zufällige Videos zu sehen, die als 'Mythical Reel Pulls' bezeichnet werden. Oft stammen diese von Leuten mit weni...",1.5,"[1.0553902953766312, 1.7667658227740213]",1.41107805907533,Getty Images, Chelsea Jia Feng/BI Instagram Reels are home to a lot of really weird and random videos called 'Mythical Reel Pulls'.
https://www.businessinsider.de/leben/international-panorama/ich-habe-mit-55-meinen-job-gekuendigt-und-bin-nach-italien-gezogen,Ich habe mit 55 meinen Job gekündigt und bin nach Italien gezogen,,2024-08-10T14:35:03Z,us,german,"['Jane Ridley 16:35','Jane Ridley']",[],114,['newscatcher'],www.businessinsider.de,"Lisa Speroni aus Kalifornien ging mit 55 Jahren in den Ruhestand und lebt jetzt in Italien. Courtesy of Lisa Peroni Lisa Speroni, die 32 Jahre lang im öffentlichen Dienst gearbeitet hat, sollte nach i...",1,"[0.5081072668119604, 1.819821221980066]",1.16396424439601,"Lisa Speroni of California retired at age 55 and now lives in Italy. Courtesy of Lisa Peroni Lisa Speroni, who worked for 32 years in",
https://www.businessinsider.de/politik/international-politics/so-viel-geld-besitzt-tim-walz-der-us-vizepraesident-werden-will,"So viel Geld besitzt Tim Walz, der US-Vizepräsident werden will",,2024-08-11T14:41:17Z,us,german,['Katherine Tangalakis-Lippert'],[],114,['newscatcher'],www.businessinsider.de,Vor allem unter Linken erfährt der US-Politiker Tim Walz Zuspruch. Demetrius Freeman/The Washington Post via Getty Images Wenige Kandidaten für das Amt des US-Vizepräsidenten verdienten so wenig Geld ...,1.5,"[1.325862094986102, 1.6044827430083388]",1.46517241899722,US politician Tim Walz is enjoying particular popularity among leftists. Demetrius Freeman/The Washington Post via Getty Images Few candidates for the,
https://www.businessinsider.de/leben/international-panorama/ich-war-auf-30-verschiedenen-inseln-diese-5-wuerde-ich-empfehlen,"Ich war auf 30 verschiedenen Inseln, diese 5 würde ich empfehlen",,2024-08-11T06:00:00Z,us,german,"['Kelly Magyarics 08:00','Kelly Magyarics']",[],114,['newscatcher'],www.businessinsider.de,"Junge Frau die sich sonnt picture alliance / Zoonar | Viktor Gladkov Ich habe mehr als 30 tropische Inseln auf der ganzen Welt besucht, aber fünf davon stechen aus der Masse heraus. Bora Bora und Cura...",1.5,"[1.2930817042155067, 1.8448638263074888]",1.5689727652615,"Young woman sunbathing picture alliance / Zoonar | Viktor Gladkov I have visited more than 30 tropical islands around the world, but five of them",
https://www.businessinsider.de/insider-picks/technik/der-meistverkaufte-laptop-bei-amazon-mitte-august-2024,Der meistverkaufte Laptop ist bei Amazon für unter 400€ zu haben,,2024-08-11T08:25:00Z,us,german,['Markus Kastenhuber'],[],114,['newscatcher'],www.businessinsider.de,Der günstige Laptop Lenovo 7323 ist ein Bestseller bei Amazon. PR/Business Insider Der Lenovo 7323 ist der aktuell meistverkaufte Laptop bei Amazon. Weitere Bestseller sind das Apple MacBook Air M3 un...,1,"[0.3950408104103489, 1.3629755137537907]",0.87900816208207,The affordable Lenovo 7323 laptop is a bestseller on Amazon. PR/Business Insider The Lenovo 7323 is currently the best-selling laptop on Amazon. W,
https://www.businessinsider.de/autoren/patricia-a-roos,Patricia A. Roos,,2024-08-11T12:01:41Z,us,german,['Patricia A. Roos'],[],114,['newscatcher'],www.businessinsider.de,Über uns Mehr von BI Mehr Edition Deutschland & Österreich United States International Niederlande Polen Spanien Südafrika Indien Japan Mexiko Zwei Newsrooms in einer App Wirtschaftsnachrichten & Star...,1,"[0.7161344264408513, 1.4731092892652478]",1.09462185785305,About us More from BI More Edition Germany & Austria United States International Netherlands Poland Spain South Africa India Japan Mexico Two Ne,
